Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026002603;ES7001280000140000000227;17.406,48;MXN;14/09/2026;Proveedor
OP-2026002604;ES1501280000130000000005;802,18;EUR;22/09/2026;Formación
OP-2026002605;ES4300810000570000000162;758,91;EUR;20/09/2026;Transporte
OP-2026002606;ES4521000000690000000169;769,91;EUR;19/09/2026;Alquiler
OP-2026002607;ES9201280000120000000220;16.888,52;MXN;24/09/2026;Proveedor
OP-2026002608;ES9720850000160000000238;808,63;EUR;14/09/2026;Seguros
OP-2026002609;ES7320850000190000000038;791,51;USD;26/09/2026;Mantenimiento
OP-2026002610;ES0220850000100000000205;573,30;USD;24/09/2026;Formación
OP-2026002611;ES9201820000900000000034;764,47;EUR;14/09/2026;Formación
OP-2026002612;ES0701280000170000000050;546,96;EUR;22/09/2026;Suministros
OP-2026002613;ES4500810000510000000032;1.024,65;EUR;15/09/2026;Nómina
OP-2026002614;ES7521000000610000000021;931,84;EUR;15/09/2026;Seguros
OP-2026002615;ES9601280000110000000197;1.012,69;EUR;15/09/2026;Nómina
OP-2026002616;ES8620850000160000000242;17.505,69;MXN;19/09/2026;Licencias de software
OP-2026002617;ES7300810000540000000060;401,50;EUR;23/09/2026;Seguros
OP-2026002618;ES1800810000550000000225;766,10;USD;17/09/2026;Licencias de software
OP-2026002619;ES2101820000910000000002;563,39;EUR;19/09/2026;Mantenimiento
OP-2026002620;ES6400490000020000000195;5.276.611,32;COP;21/09/2026;Proveedor
OP-2026002621;ES5400810000540000000208;850,99;EUR;22/09/2026;Mantenimiento
OP-2026002622;ES1801280000170000000143;956,28;EUR;16/09/2026;Comisiones
OP-2026002623;ES1420850000150000000132;968,58;EUR;25/09/2026;Comisiones
OP-2026002624;ES9100810000580000000025;794,40;USD;13/09/2026;Proveedor
OP-2026002625;ES1200490000020000000161;968,92;EUR;17/09/2026;Publicidad
OP-2026002626;ES0800810000590000000209;902,23;EUR;21/09/2026;Licencias de software
OP-2026002627;ES4201280000170000000099;1.031,35;EUR;15/09/2026;Publicidad
OP-2026002628;ES7900810000560000000048;990,87;EUR;23/09/2026;Transporte
OP-2026002629;ES1901820000990000000228;973,34;EUR;20/09/2026;Alquiler
OP-2026002630;ES9001820000930000000117;696,62;EUR;17/09/2026;Comisiones
OP-2026002631;ES8600810000510000000070;1.281,27;USD;15/09/2026;Servicios profesionales
OP-2026002632;ES9320850000110000000167;1.022,22;EUR;16/09/2026;Suministros
OP-2026002633;ES3701280000190000000188;846,96;EUR;21/09/2026;Material de oficina
OP-2026002634;ES8700810000550000000244;857,17;EUR;13/09/2026;Alquiler
OP-2026002635;ES3621000000630000000043;3.692.091,62;COP;24/09/2026;Servicios profesionales
OP-2026002636;ES6600810000500000000091;1.176,23;EUR;23/09/2026;Proveedor
OP-2026002637;ES3400810000510000000036;823,48;EUR;23/09/2026;Formación
OP-2026002638;ES8700810000550000000147;633,34;USD;22/09/2026;Publicidad
OP-2026002639;ES9420850000180000000194;11.912,38;MXN;17/09/2026;Servicios profesionales
OP-2026002640;ES7600810000520000000201;645,13;EUR;22/09/2026;Seguros
OP-2026002641;ES4221000000680000000175;799,89;EUR;20/09/2026;Mantenimiento
OP-2026002642;ES8501820000950000000206;773,71;EUR;17/09/2026;Licencias de software
OP-2026002643;ES5001280000130000000248;14.809,14;MXN;23/09/2026;Servicios profesionales
OP-2026002644;ES6300490000040000000115;1.106,80;EUR;22/09/2026;Material de oficina
OP-2026002645;ES3500490000070000000181;914,64;EUR;17/09/2026;Proveedor
OP-2026002646;ES7120850000130000000077;601,74;EUR;17/09/2026;Formación
OP-2026002647;ES0621000000690000000095;451,42;EUR;23/09/2026;Viajes
OP-2026002648;ES6520850000110000000089;1.222,08;EUR;15/09/2026;Transporte
OP-2026002649;ES7001820000920000000138;700,17;EUR;14/09/2026;Licencias de software
OP-2026002650;ES7600810000520000000201;1.085,56;EUR;17/09/2026;Comisiones
OP-2026002651;ES6600810000500000000091;636,84;EUR;19/09/2026;Transporte
OP-2026002652;ES2300810000530000000233;820,10;EUR;20/09/2026;Material de oficina
OP-2026002653;ES7900810000560000000048;1.301,09;EUR;16/09/2026;Material de oficina
OP-2026002654;ES2620850000170000000012;1.062,03;USD;21/09/2026;Proveedor
OP-2026002655;ES6520850000110000000186;722,30;EUR;17/09/2026;Alquiler
OP-2026002656;ES3721000000670000000217;861,54;USD;18/09/2026;Formación
OP-2026002657;ES4201280000170000000099;862,82;EUR;26/09/2026;Transporte
OP-2026002658;ES2701280000110000000178;656,13;EUR;26/09/2026;Transporte
OP-2026002659;ES0220850000100000000108;634,72;USD;22/09/2026;Transporte
OP-2026002660;ES2921000000680000000215;970,74;EUR;24/09/2026;Servicios profesionales
OP-2026002661;ES9120850000110000000009;10.593,30;MXN;15/09/2026;Viajes
OP-2026002662;ES6300490000040000000018;847,63;EUR;14/09/2026;Transporte
OP-2026002663;ES7101280000160000000014;612,07;USD;17/09/2026;Seguros
OP-2026002664;ES9400810000590000000213;635,08;EUR;14/09/2026;Proveedor
OP-2026002665;ES7801280000160000000179;976,51;EUR;23/09/2026;Suministros
OP-2026002666;ES3120850000150000000020;970,99;EUR;16/09/2026;Comisiones
OP-2026002667;ES1520850000100000000068;981,47;EUR;14/09/2026;Licencias de software
OP-2026002668;ES9120850000140000000250;931,55;EUR;17/09/2026;Alquiler
OP-2026002669;ES8401280000130000000121;1.115,57;USD;22/09/2026;Licencias de software
OP-2026002670;ES2421000000610000000066;903,87;EUR;25/09/2026;Servicios profesionales
OP-2026002671;ES8901280000110000000129;699,10;USD;23/09/2026;Transporte
OP-2026002672;ES0620850000190000000080;943,67;USD;15/09/2026;Viajes
OP-2026002673;ES5800490000060000000204;2.829.151,68;COP;15/09/2026;Servicios profesionales
OP-2026002674;ES4700810000510000000093;2.023.420,21;COP;23/09/2026;Material de oficina
OP-2026002675;ES3700490000010000000148;1.051,12;USD;26/09/2026;Formación
OP-2026002676;ES2401820000970000000139;817,34;USD;19/09/2026;Formación
OP-2026002677;ES7801280000160000000179;758,45;EUR;13/09/2026;Seguros
OP-2026002678;ES3401280000180000000097;731,33;EUR;17/09/2026;Suministros
OP-2026002679;ES2421000000610000000163;564,65;EUR;16/09/2026;Comisiones
OP-2026002680;ES7120850000130000000077;812,91;EUR;23/09/2026;Mantenimiento
OP-2026002681;ES4800490000040000000094;983,65;EUR;13/09/2026;Suministros
OP-2026002682;ES4721000000610000000040;928,15;EUR;24/09/2026;Mantenimiento
OP-2026002683;ES1200810000560000000090;752,96;EUR;14/09/2026;Material de oficina
OP-2026002684;ES9320850000110000000167;668,08;EUR;19/09/2026;Transporte
OP-2026002685;ES8020850000110000000110;13.869,77;MXN;13/09/2026;Seguros
OP-2026002686;ES0701280000170000000050;953,79;EUR;23/09/2026;Servicios profesionales
OP-2026002687;ES0920850000170000000124;1.173,20;EUR;18/09/2026;Licencias de software
OP-2026002688;ES9620850000120000000064;7.226,94;MXN;15/09/2026;Proveedor
OP-2026002689;ES8501820000950000000206;1.126,11;EUR;18/09/2026;Comisiones
OP-2026002690;ES0301820000920000000180;680,81;EUR;23/09/2026;Proveedor
OP-2026002691;ES7601820000920000000030;585,49;EUR;16/09/2026;Licencias de software
OP-2026002692;ES6101820000980000000103;1.388,88;USD;21/09/2026;Formación
OP-2026002693;ES4000810000560000000071;948,09;EUR;19/09/2026;Publicidad
OP-2026002694;ES6901280000100000000150;983,43;USD;17/09/2026;Servicios profesionales
OP-2026002695;ES7601820000920000000030;1.442,04;USD;17/09/2026;Formación
OP-2026002696;ES1520850000100000000068;870,62;EUR;16/09/2026;Suministros
OP-2026002697;ES1200810000560000000090;14.163,32;MXN;25/09/2026;Servicios profesionales
OP-2026002698;ES7600810000550000000151;1.006,65;EUR;27/09/2026;Servicios profesionales
OP-2026002699;ES6620850000150000000069;691,76;EUR;13/09/2026;Publicidad
OP-2026002700;ES7401280000170000000202;869,26;USD;13/09/2026;Formación
OP-2026002701;ES7120850000130000000174;14.058,75;MXN;19/09/2026;Servicios profesionales
OP-2026002702;ES8320850000120000000104;865,12;EUR;23/09/2026;Material de oficina
OP-2026002703;ES9500810000540000000149;941,17;USD;21/09/2026;Publicidad
OP-2026002704;ES3601820000990000000116;919,29;EUR;23/09/2026;Proveedor
OP-2026002705;ES5100810000560000000067;1.052,52;USD;16/09/2026;Proveedor
OP-2026002706;ES8320850000120000000104;871,94;EUR;19/09/2026;Nómina
OP-2026002707;ES3120850000150000000020;996,09;EUR;27/09/2026;Alquiler
OP-2026002708;ES4220850000150000000016;16.134,41;MXN;24/09/2026;Servicios profesionales
OP-2026002709;ES0421000000600000000087;789,03;USD;18/09/2026;Proveedor
OP-2026002710;ES0620850000190000000080;18.623,70;MXN;25/09/2026;Alquiler
OP-2026002711;ES6701280000160000000086;540,44;EUR;24/09/2026;Seguros
OP-2026002712;ES0201820000900000000199;899,74;EUR;15/09/2026;Mantenimiento
OP-2026002713;ES5900810000520000000216;836,19;EUR;16/09/2026;Formación
OP-2026002714;ES3820850000150000000185;1.296,96;EUR;24/09/2026;Licencias de software
OP-2026002715;ES2401820000970000000139;831,36;EUR;14/09/2026;Servicios profesionales
OP-2026002716;ES2720850000120000000045;1.002,69;EUR;18/09/2026;Licencias de software
OP-2026002717;ES8901280000110000000129;12.433,82;MXN;21/09/2026;Formación
OP-2026002718;ES0621000000690000000095;31.518,40;MXN;25/09/2026;Mantenimiento
OP-2026002719;ES3520850000140000000191;15.813,27;MXN;26/09/2026;Viajes
OP-2026002720;ES3120850000150000000020;1.069,04;USD;17/09/2026;Licencias de software
OP-2026002721;ES3401820000930000000058;823,86;EUR;15/09/2026;Comisiones
OP-2026002722;ES2701280000110000000178;879,79;EUR;16/09/2026;Publicidad
OP-2026002723;ES2421000000610000000066;13.925,71;MXN;22/09/2026;Mantenimiento
OP-2026002724;ES7521000000660000000164;552,39;EUR;24/09/2026;Formación
OP-2026002725;ES0520850000170000000196;1.210,48;EUR;23/09/2026;Publicidad
OP-2026002726;ES1901820000990000000228;19.780,65;MXN;22/09/2026;Seguros
OP-2026002727;ES2700490000080000000082;875,92;EUR;20/09/2026;Servicios profesionales
OP-2026002728;ES9621000000620000000079;1.008,38;EUR;23/09/2026;Publicidad
OP-2026002729;ES4500810000510000000032;1.004,50;EUR;17/09/2026;Mantenimiento
OP-2026002730;ES3500810000550000000113;22.388,20;MXN;22/09/2026;Viajes
OP-2026002731;ES0220850000100000000108;895,47;USD;27/09/2026;Formación
OP-2026002732;ES4221000000680000000175;468,26;EUR;18/09/2026;Licencias de software
OP-2026002733;ES6500810000520000000011;3.342.367,58;COP;19/09/2026;Nómina
OP-2026002734;ES6501820000970000000177;811,43;USD;24/09/2026;Licencias de software
OP-2026002735;ES5600810000510000000125;1.047,86;USD;21/09/2026;Seguros
OP-2026002736;ES7101280000160000000014;1.261,17;EUR;24/09/2026;Mantenimiento
OP-2026002737;ES1000810000590000000076;3.528.737,98;COP;25/09/2026;Proveedor
OP-2026002738;ES0701280000170000000050;885,81;EUR;17/09/2026;Transporte
OP-2026002739;ES5500490000050000000210;911,79;EUR;27/09/2026;Publicidad
OP-2026002740;ES6720850000140000000003;730,47;EUR;19/09/2026;Alquiler
OP-2026002741;ES3120850000150000000020;684,58;USD;26/09/2026;Publicidad
OP-2026002742;ES5500490000050000000210;9.170,15;MXN;18/09/2026;Mantenimiento
OP-2026002743;ES5901280000170000000084;1.362,11;EUR;20/09/2026;Suministros
OP-2026002744;ES9601280000110000000197;818,99;USD;26/09/2026;Viajes
OP-2026002745;ES6300490000040000000212;743,98;USD;17/09/2026;Mantenimiento
OP-2026002746;ES0620850000190000000080;703,56;EUR;14/09/2026;Licencias de software
OP-2026002747;ES6101820000980000000103;20.308,70;MXN;27/09/2026;Viajes
OP-2026002748;ES0920850000170000000124;897,19;USD;20/09/2026;Publicidad
OP-2026002749;ES6421000000630000000024;720,81;EUR;14/09/2026;Seguros
OP-2026002750;ES6000810000540000000100;942,11;EUR;21/09/2026;Proveedor
OP-2026002751;ES3900810000540000000187;821,70;USD;24/09/2026;Proveedor
OP-2026002752;ES7221000000620000000026;571,14;EUR;21/09/2026;Transporte
OP-2026002753;ES5401280000160000000029;1.153,24;EUR;14/09/2026;Publicidad
OP-2026002754;ES5600810000510000000028;1.025,01;EUR;24/09/2026;Proveedor
OP-2026002755;ES8600810000510000000070;4.220.111,20;COP;13/09/2026;Transporte
OP-2026002756;ES8001280000130000000096;910,57;EUR;14/09/2026;Seguros
OP-2026002757;ES5501280000110000000159;3.934.572,23;COP;19/09/2026;Proveedor
OP-2026002758;ES4101820000970000000221;1.252,55;EUR;17/09/2026;Servicios profesionales
OP-2026002759;ES0421000000600000000087;878,88;USD;27/09/2026;Publicidad
OP-2026002760;ES5600810000510000000028;259,70;EUR;25/09/2026;Transporte
OP-2026002761;ES7101280000160000000014;1.047,03;USD;13/09/2026;Licencias de software
OP-2026002762;ES7920850000120000000176;805,01;EUR;14/09/2026;Servicios profesionales
OP-2026002763;ES3401280000180000000097;3.384.174,32;COP;16/09/2026;Mantenimiento
OP-2026002764;ES0500490000070000000236;875,17;EUR;17/09/2026;Servicios profesionales
OP-2026002765;ES7621000000650000000001;441,05;EUR;27/09/2026;Servicios profesionales
OP-2026002766;ES4621000000680000000006;1.182,15;EUR;25/09/2026;Proveedor
OP-2026002767;ES6901280000100000000150;901,68;EUR;20/09/2026;Transporte
OP-2026002768;ES4800810000520000000123;1.185,76;EUR;24/09/2026;Publicidad
OP-2026002769;ES3500490000070000000181;1.104,43;EUR;25/09/2026;Seguros
OP-2026002770;ES0920850000170000000124;1.101,88;EUR;22/09/2026;Formación
OP-2026002771;ES6300490000040000000018;13.906,79;MXN;19/09/2026;Material de oficina
OP-2026002772;ES8001280000130000000096;819,08;EUR;18/09/2026;Proveedor
OP-2026002773;ES7501820000900000000243;860,34;EUR;25/09/2026;Formación
OP-2026002774;ES4300810000570000000162;184,00;USD;15/09/2026;Viajes
OP-2026002775;ES7701820000990000000057;557,14;EUR;22/09/2026;Suministros
OP-2026002776;ES3101280000140000000056;489,66;EUR;22/09/2026;Seguros
OP-2026002777;ES3120850000150000000020;633,91;EUR;20/09/2026;Publicidad
OP-2026002778;ES6500810000520000000011;3.013.976,31;COP;22/09/2026;Servicios profesionales
OP-2026002779;ES6901280000100000000150;1.199,98;EUR;17/09/2026;Viajes
OP-2026002780;ES5100810000560000000067;922,39;EUR;27/09/2026;Servicios profesionales
OP-2026002781;ES0800810000590000000209;821,40;EUR;24/09/2026;Servicios profesionales
OP-2026002782;ES6320850000140000000075;1.016,52;EUR;27/09/2026;Mantenimiento
OP-2026002783;ES1200810000560000000090;783,90;EUR;15/09/2026;Comisiones
OP-2026002784;ES8501820000980000000156;492,09;EUR;18/09/2026;Alquiler
OP-2026002785;ES8401280000130000000121;21.065,68;MXN;22/09/2026;Alquiler
OP-2026002786;ES9420850000180000000194;839,47;EUR;13/09/2026;Seguros
OP-2026002787;ES9500490000010000000171;615,57;EUR;17/09/2026;Mantenimiento
OP-2026002788;ES7420850000140000000168;1.015,43;USD;21/09/2026;Transporte
OP-2026002789;ES0200490000090000000192;1.156,34;EUR;22/09/2026;Alquiler
OP-2026002790;ES0701280000170000000050;367,92;EUR;14/09/2026;Mantenimiento
OP-2026002791;ES3120850000150000000020;738,61;USD;20/09/2026;Suministros
OP-2026002792;ES7701820000960000000107;1.073,36;EUR;23/09/2026;Comisiones
OP-2026002793;ES8400490000000000000127;297,80;USD;21/09/2026;Servicios profesionales
OP-2026002794;ES0421000000600000000087;714,96;EUR;21/09/2026;Licencias de software
OP-2026002795;ES9420850000180000000194;977,16;EUR;23/09/2026;Formación
OP-2026002796;ES7520850000130000000102;837,31;EUR;27/09/2026;Material de oficina
OP-2026002797;ES4901820000960000000126;18.210,84;MXN;16/09/2026;Transporte
OP-2026002798;ES5400810000540000000208;16.908,08;MXN;26/09/2026;Proveedor
OP-2026002799;ES2101820000910000000002;618,40;USD;15/09/2026;Publicidad
OP-2026002800;ES4220850000150000000016;1.240,25;EUR;20/09/2026;Material de oficina
OP-2026002801;ES3520850000140000000191;806,92;EUR;19/09/2026;Transporte
OP-2026002802;ES4800490000040000000094;982,98;EUR;15/09/2026;Seguros
OP-2026002803;ES6200810000510000000114;4.873.576,36;COP;17/09/2026;Formación
OP-2026002804;ES3000810000570000000105;1.126,88;EUR;23/09/2026;Servicios profesionales
OP-2026002805;ES1800490000040000000246;1.439,08;USD;17/09/2026;Publicidad
OP-2026002806;ES3221000000600000000165;826,82;USD;24/09/2026;Servicios profesionales
OP-2026002807;ES4601280000170000000027;870,72;EUR;23/09/2026;Alquiler
OP-2026002808;ES4000490000050000000092;757,86;EUR;21/09/2026;Licencias de software
OP-2026002809;ES2300810000530000000233;21.541,56;MXN;25/09/2026;Publicidad
OP-2026002810;ES6520850000110000000089;936,18;USD;22/09/2026;Material de oficina
OP-2026002811;ES7501820000900000000146;2.522.140,39;COP;21/09/2026;Nómina
OP-2026002812;ES2420850000110000000245;707,94;USD;23/09/2026;Suministros
OP-2026002813;ES5621000000640000000022;475,21;EUR;24/09/2026;Transporte
OP-2026002814;ES1520850000100000000068;684,16;EUR;22/09/2026;Formación
OP-2026002815;ES2620850000170000000012;741,32;EUR;18/09/2026;Suministros
OP-2026002816;ES7300810000540000000060;840,60;USD;25/09/2026;Comisiones
OP-2026002817;ES2401820000970000000139;748,69;EUR;27/09/2026;Seguros
OP-2026002818;ES9601280000110000000197;3.668.544,73;COP;16/09/2026;Publicidad
OP-2026002819;ES9720850000160000000238;1.043,93;EUR;15/09/2026;Transporte
OP-2026002820;ES0220850000100000000205;871,91;EUR;24/09/2026;Proveedor
OP-2026002821;ES4601820000950000000035;821,63;EUR;22/09/2026;Formación
OP-2026002822;ES1000810000590000000076;878,81;EUR;27/09/2026;Publicidad
OP-2026002823;ES7501280000150000000088;762,74;EUR;24/09/2026;Nómina
OP-2026002824;ES6300490000040000000212;963,34;EUR;25/09/2026;Material de oficina
OP-2026002825;ES6200810000510000000114;13.943,54;MXN;23/09/2026;Seguros
OP-2026002826;ES4601280000170000000027;580,24;USD;19/09/2026;Servicios profesionales
OP-2026002827;ES6520850000110000000186;719,74;EUR;17/09/2026;Proveedor
OP-2026002828;ES6421000000630000000024;723,72;EUR;27/09/2026;Publicidad
OP-2026002829;ES5900490000010000000237;892,59;USD;19/09/2026;Viajes
OP-2026002830;ES6300490000040000000115;896,56;EUR;15/09/2026;Material de oficina
OP-2026002831;ES1320850000160000000198;442,63;EUR;19/09/2026;Servicios profesionales
OP-2026002832;ES5621000000640000000022;14.000,19;MXN;25/09/2026;Servicios profesionales
OP-2026002833;ES6701280000130000000136;1.043,47;EUR;14/09/2026;Comisiones
OP-2026002834;ES3120850000150000000020;1.044,09;USD;17/09/2026;Suministros
OP-2026002835;ES9200810000530000000155;916,45;EUR;23/09/2026;Seguros
OP-2026002836;ES0500490000070000000236;1.088,63;EUR;20/09/2026;Transporte
OP-2026002837;ES7620850000110000000085;761,05;EUR;19/09/2026;Mantenimiento
OP-2026002838;ES6501820000970000000177;960,02;EUR;18/09/2026;Transporte
OP-2026002839;ES5600490000000000000049;2.718.822,96;COP;13/09/2026;Mantenimiento
OP-2026002840;ES2401820000970000000139;11.672,50;MXN;25/09/2026;Servicios profesionales
OP-2026002841;ES9201280000120000000220;885,99;EUR;27/09/2026;Mantenimiento
OP-2026002842;ES4901820000960000000126;3.475.955,68;COP;15/09/2026;Material de oficina
OP-2026002843;ES4101820000970000000221;962,76;EUR;27/09/2026;Publicidad
OP-2026002844;ES1820850000180000000010;682,56;EUR;22/09/2026;Servicios profesionales
OP-2026002845;ES2101820000910000000002;682,45;EUR;27/09/2026;Transporte
OP-2026002846;ES9500490000010000000171;4.567.858,41;COP;14/09/2026;Material de oficina
OP-2026002847;ES7020850000180000000044;956,83;EUR;26/09/2026;Proveedor
OP-2026002848;ES8020850000110000000110;552,62;EUR;25/09/2026;Servicios profesionales
OP-2026002849;ES5801280000190000000101;1.125,89;USD;14/09/2026;Servicios profesionales
OP-2026002850;ES3400810000510000000036;910,77;EUR;22/09/2026;Licencias de software
OP-2026002851;ES6300490000040000000018;1.020.927,57;MXN;21/09/2026;Compra extraordinaria
OP-2026002852;ES2000810000520000000142;17.747,26;MXN;25/09/2026;Proveedor
OP-2026002853;ES3401820000930000000058;631,05;EUR;15/09/2026;Suministros
OP-2026002854;ES9001820000930000000117;1.037,72;EUR;20/09/2026;Alquiler
OP-2026002855;ES7301820000910000000230;706,92;EUR;13/09/2026;Alquiler
OP-2026002856;ES0701280000170000000050;1.169,14;EUR;19/09/2026;Suministros
OP-2026002857;ES8020850000110000000110;672,76;EUR;22/09/2026;Comisiones
OP-2026002858;ES5900810000520000000216;862,13;EUR;18/09/2026;Material de oficina
OP-2026002859;ES4801280000140000000041;751,34;EUR;22/09/2026;Servicios profesionales
OP-2026002860;ES8701820000950000000073;1.029,41;EUR;16/09/2026;Publicidad
OP-2026002861;ES9500490000010000000171;1.931.785,16;COP;17/09/2026;Material de oficina
OP-2026002862;ES2401280000100000000184;1.139,71;USD;20/09/2026;Suministros
OP-2026002863;ES2120850000190000000004;3.683.989,85;COP;16/09/2026;Mantenimiento
OP-2026002864;ES2720850000120000000045;21.239,58;MXN;18/09/2026;Suministros
OP-2026002865;ES4300810000570000000065;890,16;EUR;17/09/2026;Suministros
OP-2026002866;ES2720850000120000000045;755,27;EUR;24/09/2026;Suministros
OP-2026002867;ES7101280000160000000111;730,60;EUR;21/09/2026;Mantenimiento
OP-2026002868;ES9301280000190000000247;947,80;EUR;16/09/2026;Publicidad
OP-2026002869;ES0520850000170000000196;964,56;EUR;16/09/2026;Transporte
OP-2026002870;ES1801280000170000000143;645,29;EUR;13/09/2026;Suministros
OP-2026002871;ES7101280000160000000014;612,21;USD;27/09/2026;Alquiler
OP-2026002872;ES8100810000500000000015;784,28;EUR;17/09/2026;Proveedor
OP-2026002873;ES7320850000190000000135;817,72;EUR;22/09/2026;Servicios profesionales
OP-2026002874;ES9401820000990000000042;16.898,48;MXN;20/09/2026;Mantenimiento
OP-2026002875;ES6720850000140000000003;1.240,14;EUR;22/09/2026;Material de oficina
OP-2026002876;ES8901280000110000000129;875,20;EUR;13/09/2026;Formación
OP-2026002877;ES7521000000610000000021;1.043,10;EUR;23/09/2026;Servicios profesionales
OP-2026002878;ES3101280000140000000056;839,46;USD;22/09/2026;Mantenimiento
OP-2026002879;ES3421000000690000000173;448,44;EUR;20/09/2026;Nómina
OP-2026002880;ES9400810000590000000213;748,77;EUR;16/09/2026;Suministros
OP-2026002881;ES0421000000600000000087;1.235,17;USD;23/09/2026;Licencias de software
OP-2026002882;ES8020850000110000000110;10.211,00;MXN;23/09/2026;Alquiler
OP-2026002883;ES3721000000670000000217;548,88;EUR;15/09/2026;Proveedor
OP-2026002884;ES6101280000110000000051;1.101,31;EUR;15/09/2026;Publicidad
OP-2026002885;ES7520850000130000000102;17.039,06;MXN;18/09/2026;Comisiones
OP-2026002886;ES1801820000950000000054;768,76;EUR;17/09/2026;Comisiones
OP-2026002887;ES6101280000110000000051;729,70;USD;16/09/2026;Material de oficina
OP-2026002888;ES9101280000130000000189;1.256,27;USD;19/09/2026;Viajes
OP-2026002889;ES7520850000130000000102;421,15;EUR;20/09/2026;Suministros
OP-2026002890;ES3221000000600000000165;1.014,83;EUR;25/09/2026;Proveedor
OP-2026002891;ES3721000000670000000217;1.313,57;EUR;13/09/2026;Mantenimiento
OP-2026002892;ES7420850000140000000168;772,74;USD;24/09/2026;Formación
OP-2026002893;ES2000810000520000000142;1.415,69;EUR;15/09/2026;Mantenimiento
OP-2026002894;ES3520850000140000000191;581,03;EUR;22/09/2026;Viajes
OP-2026002895;ES2501820000990000000023;837,79;EUR;27/09/2026;Material de oficina
OP-2026002896;ES5600810000510000000028;980,89;EUR;17/09/2026;Material de oficina
OP-2026002897;ES6520850000110000000186;26.470,88;MXN;22/09/2026;Seguros
OP-2026002898;ES2101820000910000000002;1.171,20;EUR;21/09/2026;Formación
OP-2026002899;ES0520850000170000000196;769,15;EUR;24/09/2026;Servicios profesionales
OP-2026002900;ES6400490000020000000195;1.187,17;USD;13/09/2026;Seguros
OP-2026002901;ES4901820000960000000126;1.068,89;EUR;27/09/2026;Nómina
OP-2026002902;ES4721000000610000000040;657,88;USD;13/09/2026;Suministros
OP-2026002903;ES8400490000000000000127;727,00;EUR;26/09/2026;Transporte
OP-2026002904;ES3401280000180000000097;777,40;EUR;19/09/2026;Proveedor
OP-2026002905;ES3621000000630000000043;978,45;EUR;15/09/2026;Proveedor
OP-2026002906;ES4621000000680000000200;811,80;EUR;18/09/2026;Viajes
OP-2026002907;ES6520850000110000000186;1.155,10;USD;13/09/2026;Licencias de software
OP-2026002908;ES1000810000590000000076;909,36;USD;15/09/2026;Mantenimiento
OP-2026002909;ES3021000000610000000152;866,69;EUR;22/09/2026;Nómina
OP-2026002910;ES7320850000190000000135;793,80;USD;22/09/2026;Licencias de software
OP-2026002911;ES4800810000520000000123;763,78;EUR;15/09/2026;Material de oficina
OP-2026002912;ES9600810000560000000130;594,47;EUR;24/09/2026;Alquiler
OP-2026002913;ES4801280000140000000041;846,11;EUR;26/09/2026;Material de oficina
OP-2026002914;ES8501820000980000000156;538,21;EUR;21/09/2026;Mantenimiento
OP-2026002915;ES7001280000140000000227;15.015,25;MXN;25/09/2026;Alquiler
OP-2026002916;ES4800490000040000000094;833,80;USD;21/09/2026;Nómina
OP-2026002917;ES1820850000180000000010;808,71;EUR;14/09/2026;Formación
OP-2026002918;ES5501280000110000000159;229.535.262,44;COP;19/09/2026;Compra extraordinaria
OP-2026002919;ES3421000000690000000173;649,46;EUR;19/09/2026;Alquiler
OP-2026002920;ES3520850000140000000191;17.978,39;MXN;19/09/2026;Proveedor
OP-2026002921;ES9100810000580000000025;10.592,94;MXN;14/09/2026;Mantenimiento
OP-2026002922;ES6720850000140000000003;1.096,59;USD;15/09/2026;Material de oficina
OP-2026002923;ES3720850000170000000008;816,85;EUR;22/09/2026;Nómina
OP-2026002924;ES1100490000070000000031;812,47;EUR;23/09/2026;Mantenimiento
OP-2026002925;ES8600810000510000000070;1.301,52;EUR;21/09/2026;Alquiler
OP-2026002926;ES7701820000960000000107;938,30;EUR;18/09/2026;Transporte
OP-2026002927;ES7001820000920000000138;780,70;EUR;16/09/2026;Proveedor
OP-2026002928;ES9820850000180000000122;1.004,62;EUR;16/09/2026;Comisiones
OP-2026002929;ES7600490000040000000172;953,04;EUR;20/09/2026;Alquiler
OP-2026002930;ES9600810000560000000130;899,47;USD;21/09/2026;Licencias de software
OP-2026002931;ES6400490000020000000195;19.331,79;MXN;21/09/2026;Mantenimiento
OP-2026002932;ES9101280000130000000189;987,08;USD;16/09/2026;Publicidad
OP-2026002933;ES3400810000530000000229;706,87;EUR;23/09/2026;Publicidad
OP-2026002934;ES7701820000990000000057;1.216,32;USD;15/09/2026;Licencias de software
OP-2026002935;ES3801820000960000000033;764,92;EUR;17/09/2026;Nómina
OP-2026002936;ES7520850000130000000102;18.150,17;MXN;17/09/2026;Mantenimiento
OP-2026002937;ES7420850000140000000168;898,84;EUR;18/09/2026;Comisiones
OP-2026002938;ES0600490000090000000120;805,85;EUR;14/09/2026;Proveedor
OP-2026002939;ES0800810000590000000209;636,23;EUR;15/09/2026;Servicios profesionales
OP-2026002940;ES9101280000130000000189;1.203,44;USD;23/09/2026;Formación
OP-2026002941;ES5100810000560000000067;3.067.799,89;COP;14/09/2026;Licencias de software
OP-2026002942;ES7020850000180000000044;14.779,66;MXN;16/09/2026;Material de oficina
OP-2026002943;ES7320850000190000000135;754,87;USD;14/09/2026;Material de oficina
